StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q20,Q5,Q6,Q7,Q8,Q9,Q16,Q10,Q11,Q18,Q12,Q13,Q19,Q14,Q15,Q20
2026-05-19 18:55:02,2026-05-19 18:57:20,Dirección IP,190.230.162.102,100,137,Verdadero,2026-05-19 18:57:20,R_6LY86JlCcvqFupR,,,,,-36,-59.9964,anonymous,ES-ES,17,Mujer/Femenino,Universitario,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,"Raramente (en fechas especiales, algunas veces al año)",No me identifico con ninguno,No fui a votar,No,,,,,,,,,,No,Muy importante,Si
2026-05-19 18:56:03,2026-05-19 18:58:13,Dirección IP,181.197.249.147,100,130,Verdadero,2026-05-19 18:58:13,R_6hTQ8ZogogFYp21,,,,,-38.7221,-62.2858,anonymous,ES-ES,20,Hombre/Masculino,Universitario,En desacuerdo,En desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Nunca,"Unión por la Patria - Peronismo (incluye kirchnerismo, Peronismo Federal, Frente Renovador)",Sergio Massa,Si,,,,,,,,,,Si,Muy importante,Si
2026-05-19 18:56:41,2026-05-19 19:00:12,Dirección IP,190.247.157.216,100,211,Verdadero,2026-05-19 19:00:13,R_7lJuz6FB83MUDpp,,,,,-34.4706,-58.5355,anonymous,ES-ES,21,Mujer/Femenino,Universitario,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,Nunca,No me identifico con ninguno,Javier Milei,Si,,,,,,,No,Poco importante,No,,,
2026-05-19 19:01:58,2026-05-19 19:05:00,Dirección IP,186.143.203.46,100,182,Verdadero,2026-05-19 19:05:02,R_1aP6AxhNSmhAyen,,,,,-34.6142,-58.3811,anonymous,ES-ES,23,Hombre/Masculino,Universitario,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,Nunca,La Libertad Avanza,Javier Milei,Si,,,,,,,,,,No,Algo importante,Si
2026-05-19 19:00:00,2026-05-19 19:05:05,Dirección IP,181.239.200.170,100,305,Verdadero,2026-05-19 19:05:06,R_5OOmBd0gkHjog7W,,,,,-34.6022,-58.3845,anonymous,ES-ES,18,Hombre/Masculino,Universitario,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,Nunca,La Libertad Avanza,Javier Milei,No,,,,,,,,,,Si,Algo importante,Prefiero no responder
2026-05-19 19:14:12,2026-05-19 19:17:02,Dirección IP,190.221.159.194,100,169,Verdadero,2026-05-19 19:17:02,R_3b1qt5M0xiIh7nR,,,,,-34.6022,-58.3845,anonymous,ES-ES,19,Hombre/Masculino,Universitario,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,Nunca,No me identifico con ninguno,Javier Milei,No,No,Algo importante,Si,,,,,,,,,
2026-05-19 19:24:50,2026-05-19 19:27:50,Dirección IP,190.191.70.193,100,180,Verdadero,2026-05-19 19:27:51,R_1CH50fBW9wQ6HTM,,,,,-34.9309,-57.9417,anonymous,ES-ES,21,Hombre/Masculino,Universitario,En desacuerdo,De acuerdo,Totalmente en desacuerdo,De acuerdo,Totalmente de acuerdo,"Raramente (en fechas especiales, algunas veces al año)",No me identifico con ninguno,Javier Milei,Si,,,,,,,No,Muy importante,Si,,,
2026-05-19 19:27:05,2026-05-19 19:35:07,Dirección IP,181.46.71.54,100,481,Verdadero,2026-05-19 19:35:08,R_71QM3Grdx8XoYxX,,,,,-34.4231,-58.583,anonymous,ES-ES,22,Mujer/Femenino,Universitario,En desacuerdo,Totalmente en desacuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,"Raramente (en fechas especiales, algunas veces al año)",La Libertad Avanza,Javier Milei,Si,,,,,,,No,Muy importante,Si,,,
2026-05-19 19:36:05,2026-05-19 19:38:11,Dirección IP,186.22.62.200,100,125,Verdadero,2026-05-19 19:38:11,R_1shnOSilwWmyoch,,,,,-34.9309,-57.9417,anonymous,ES-ES,22,Hombre/Masculino,Universitario,En desacuerdo,De acuerdo,En desacuerdo,Totalmente en desacuerdo,De acuerdo,Nunca,La Libertad Avanza,Javier Milei,Si,,,,Si,Muy importante,Si,,,,,,
2026-05-19 19:45:36,2026-05-19 19:48:06,Dirección IP,186.157.161.108,100,149,Verdadero,2026-05-19 19:48:06,R_6E2ih4yDPw789gt,,,,,-34.6022,-58.3845,anonymous,ES-ES,20,Mujer/Femenino,Universitario,De acuerdo,Totalmente de acuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,"Raramente (en fechas especiales, algunas veces al año)",No me identifico con ninguno,Javier Milei,Si,,,,,,,,,,Si,Muy importante,Si
2026-05-19 19:48:47,2026-05-19 19:50:50,Dirección IP,201.235.244.95,100,123,Verdadero,2026-05-19 19:50:50,R_59iWT7HMDLTqiHq,,,,,-34.9309,-57.9417,anonymous,ES-ES,21,Hombre/Masculino,Universitario,En desacuerdo,De acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Nunca,"Unión por la Patria - Peronismo (incluye kirchnerismo, Peronismo Federal, Frente Renovador)",Sergio Massa,Si,,,,Si,Algo importante,Si,,,,,,
2026-05-19 20:02:11,2026-05-19 20:04:49,Dirección IP,181.170.52.176,100,158,Verdadero,2026-05-19 20:04:50,R_6xh6cgiaK2eNGlX,,,,,-34.9309,-57.9417,anonymous,ES-ES,25,Hombre/Masculino,Universitario,En desacuerdo,En desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Nunca,"Unión por la Patria - Peronismo (incluye kirchnerismo, Peronismo Federal, Frente Renovador)",Sergio Massa,Si,,,,Si,Muy importante,No,,,,,,
2026-05-19 20:03:50,2026-05-19 20:06:06,Dirección IP,181.86.156.17,100,136,Verdadero,2026-05-19 20:06:07,R_3QGiSAoLTm3oIt9,,,,,-36,-59.9964,anonymous,ES-ES,22,Mujer/Femenino,Universitario,En desacuerdo,En desacuerdo,Totalmente en desacuerdo,De acuerdo,Totalmente de acuerdo,Nunca,No me identifico con ninguno,Javier Milei,No,Si,Algo importante,Si,,,,,,,,,
2026-05-19 20:04:08,2026-05-19 20:06:37,Dirección IP,170.51.98.50,100,148,Verdadero,2026-05-19 20:06:37,R_6MLCgLwQzERJ654,,,,,-24.8065,-65.42,anonymous,ES-ES,22,Mujer/Femenino,Universitario,De acuerdo,Totalmente de acuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,"Raramente (en fechas especiales, algunas veces al año)",No me identifico con ninguno,Javier Milei,Si,,,,,,,,,,Si,Algo importante,Si
2026-05-19 20:03:15,2026-05-19 20:06:42,Dirección IP,186.148.121.149,100,206,Verdadero,2026-05-19 20:06:42,R_6bb6q3qR0lQOd3j,,,,,-34.9793,-58.0935,anonymous,ES-ES,22,Hombre/Masculino,Universitario,Totalmente de acuerdo,De acuerdo,De acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Nunca,No me identifico con ninguno,En blanco,Si,,,,,,,,,,Si,Algo importante,Si
2026-05-19 20:07:54,2026-05-19 20:10:33,Dirección IP,190.3.40.135,100,158,Verdadero,2026-05-19 20:10:34,R_6GVNkxZHePSjGmJ,,,,,-32.954,-60.6634,anonymous,ES-ES,22,Mujer/Femenino,Universitario,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,"Raramente (en fechas especiales, algunas veces al año)",La Libertad Avanza,Javier Milei,No,,,,,,,,,,No,Algo importante,Si
2026-05-19 20:10:55,2026-05-19 20:13:06,Dirección IP,186.157.100.112,100,131,Verdadero,2026-05-19 20:13:07,R_1xZ7mHGU77lj1AZ,,,,,-34.6022,-58.3845,anonymous,ES-ES,22,Hombre/Masculino,Universitario,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,Nunca,No me identifico con ninguno,Sergio Massa,Si,Si,Muy importante,Si,,,,,,,,,
2026-05-19 16:36:29,2026-05-19 20:15:14,Dirección IP,181.89.142.3,100,13125,Verdadero,2026-05-19 20:15:15,R_6Xp1AAA8vkBbQY6,,,,,-34.6142,-58.3811,anonymous,ES-ES,27,Hombre/Masculino,Posgrado,De acuerdo,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Nunca,La Libertad Avanza,Javier Milei,Si,,,,,,,,,,Si,Muy importante,Si
2026-05-19 20:22:12,2026-05-19 20:24:19,Dirección IP,24.232.149.147,100,126,Verdadero,2026-05-19 20:24:19,R_74bO7cgPQVJsgNz,,,,,-32.909,-60.8195,anonymous,ES-ES,22,Mujer/Femenino,Universitario,En desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,En desacuerdo,Totalmente de acuerdo,"Raramente (en fechas especiales, algunas veces al año)",La Libertad Avanza,Javier Milei,Si,,,,,,,,,,Si,Algo importante,Si
2026-05-19 20:14:44,2026-05-19 20:24:21,Dirección IP,186.143.206.99,100,577,Verdadero,2026-05-19 20:24:22,R_35MJxYMjyDrluz9,,,,,-34.6142,-58.3811,anonymous,ES-ES,19,Mujer/Femenino,Universitario,En desacuerdo,En desacuerdo,Totalmente en desacuerdo,De acuerdo,Totalmente de acuerdo,Ocasionalmente (al menos una vez al mes),Unión Cívica Radical,Patricia Bullrich,Si,Si,Algo importante,Si,,,,,,,,,
2026-05-19 20:20:41,2026-05-19 20:25:07,Dirección IP,190.188.172.41,100,265,Verdadero,2026-05-19 20:25:07,R_7pPUVDYaxFERp7l,,,,,-32.954,-60.6634,anonymous,ES-ES,22,Mujer/Femenino,Universitario,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,Ocasionalmente (al menos una vez al mes),No me identifico con ninguno,Javier Milei,No,,,,,,,,,,Si,Algo importante,Si
2026-05-19 20:08:33,2026-05-19 20:45:08,Dirección IP,38.51.70.162,100,2195,Verdadero,2026-05-19 20:45:09,R_59jrRi3ropbHDJa,,,,,-32.954,-60.6634,anonymous,ES-ES,22,Mujer/Femenino,Universitario,Totalmente de acuerdo,En desacuerdo,En desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,"Raramente (en fechas especiales, algunas veces al año)",La Libertad Avanza,Javier Milei,No,,,,,,,No,Muy importante,Si,,,
2026-05-19 20:46:27,2026-05-19 20:52:28,Dirección IP,186.143.199.127,100,360,Verdadero,2026-05-19 20:52:28,R_3YzCUC1ba42pVIJ,,,,,-34.6142,-58.3811,anonymous,ES-ES,23,Hombre/Masculino,Universitario,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,Nunca,No me identifico con ninguno,Javier Milei,Si,,,,,,,,,,Si,Muy importante,No
2026-05-19 20:55:44,2026-05-19 20:58:11,Dirección IP,190.210.32.56,100,147,Verdadero,2026-05-19 20:58:12,R_7rdgonQDJxYzd95,,,,,-34.6049,-58.4455,anonymous,ES-ES,18,Mujer/Femenino,Universitario,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,"Raramente (en fechas especiales, algunas veces al año)",La Libertad Avanza,Javier Milei,Si,,,,Si,Muy importante,Si,,,,,,
2026-05-19 20:51:02,2026-05-19 20:58:55,Dirección IP,172.225.222.130,100,473,Verdadero,2026-05-19 20:58:56,R_3CkIEKuqUufiTdK,,,,,-34.6142,-58.3811,anonymous,ES-ES,19,Mujer/Femenino,Universitario,En desacuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Nunca,Prefiero no responder,Javier Milei,Si,,,,,,,No,Muy importante,Si,,,
2026-05-19 21:05:04,2026-05-19 21:09:32,Dirección IP,190.210.32.56,100,268,Verdadero,2026-05-19 21:09:33,R_1LMNIeWWTdgxsLN,,,,,-34.6049,-58.4455,anonymous,ES-ES,18,Mujer/Femenino,Universitario,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,"Raramente (en fechas especiales, algunas veces al año)",La Libertad Avanza,Javier Milei,No,,,,,,,No,Muy importante,Si,,,
2026-05-19 21:10:04,2026-05-19 21:14:48,Dirección IP,181.228.95.170,100,284,Verdadero,2026-05-19 21:14:49,R_3LjPfNWk44OYUAK,,,,,-34.9309,-57.9417,anonymous,ES-ES,24,Mujer/Femenino,Universitario,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,Nunca,La Libertad Avanza,Javier Milei,Si,,,,Si,Muy importante,No,,,,,,
2026-05-19 21:12:58,2026-05-19 21:15:40,Dirección IP,181.91.66.47,100,161,Verdadero,2026-05-19 21:15:40,R_6m7yFgtbZYsIr6h,,,,,-24.7831,-65.4111,anonymous,ES-ES,18,Mujer/Femenino,Universitario,En desacuerdo,En desacuerdo,En desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Regularmente (todas las semanas),La Libertad Avanza,Javier Milei,No,,,,,,,,,,Si,Muy importante,Si
2026-05-19 21:19:04,2026-05-19 21:22:46,Dirección IP,186.141.161.41,100,222,Verdadero,2026-05-19 21:22:46,R_50YEPfjltBNqjN7,,,,,-34.6503,-58.6364,anonymous,ES-ES,24,Hombre/Masculino,Universitario,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Nunca,Prefiero no responder,No fui a votar,Si,,,,,,,No,Muy importante,Si,,,
2026-05-19 21:19:21,2026-05-19 21:22:59,Dirección IP,186.141.135.9,100,217,Verdadero,2026-05-19 21:22:59,R_5FPg5Nr4XjkSSnb,,,,,-34.6142,-58.3811,anonymous,ES-ES,21,Hombre/Masculino,Universitario,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,Regularmente (todas las semanas),No me identifico con ninguno,Javier Milei,No,No,Muy importante,Si,,,,,,,,,
2026-05-19 21:22:27,2026-05-19 21:24:27,Dirección IP,190.174.134.236,100,119,Verdadero,2026-05-19 21:24:27,R_5LcIzJ8dJvcpPlD,,,,,-34.6671,-58.6691,anonymous,ES-ES,23,Hombre/Masculino,Universitario,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Nunca,La Libertad Avanza,Javier Milei,Si,,,,Si,Muy importante,Si,,,,,,
2026-05-19 18:59:25,2026-05-19 21:32:43,Dirección IP,186.143.197.101,100,9197,Verdadero,2026-05-19 21:32:44,R_7jHcP7nLDL2wLzX,,,,,-34.6142,-58.3811,anonymous,ES-ES,22,Hombre/Masculino,Universitario,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,Nunca,Prefiero no responder,En blanco,Si,,,,,,,No,Algo importante,Si,,,
2026-05-19 21:35:11,2026-05-19 21:39:50,Dirección IP,190.2.103.163,100,279,Verdadero,2026-05-19 21:39:50,R_12PbujeTMwJPnhH,,,,,-32.954,-60.6634,anonymous,ES-ES,22,Mujer/Femenino,Universitario,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,"Raramente (en fechas especiales, algunas veces al año)",No me identifico con ninguno,Prefiero no responder,Si,,,,Si,Muy importante,Si,,,,,,
2026-05-19 21:50:48,2026-05-19 21:53:18,Dirección IP,152.169.116.218,100,149,Verdadero,2026-05-19 21:53:18,R_3uZJXE0LZLenFeY,,,,,-34.8635,-58.0188,anonymous,ES-ES,25,Hombre/Masculino,Universitario,Totalmente de acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,"Raramente (en fechas especiales, algunas veces al año)",PRO,Javier Milei,Si,,,,,,,,,,Si,Muy importante,Si
2026-05-19 22:15:20,2026-05-19 22:24:14,Dirección IP,190.247.89.222,100,533,Verdadero,2026-05-19 22:24:15,R_6NaEGPrvZ2BKu7c,,,,,-34.4459,-58.5835,anonymous,ES-ES,18,Mujer/Femenino,Universitario,Totalmente en desacuerdo,De acuerdo,En desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Regularmente (todas las semanas),"Unión por la Patria - Peronismo (incluye kirchnerismo, Peronismo Federal, Frente Renovador)",Sergio Massa,No,,,,Si,Algo importante,Si,,,,,,
2026-05-19 22:22:01,2026-05-19 22:24:31,Dirección IP,190.189.65.126,100,149,Verdadero,2026-05-19 22:24:31,R_1is2HHhuzpC8vQS,,,,,-34.8569,-58.0578,anonymous,ES-ES,21,Mujer/Femenino,Universitario,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,Nunca,La Libertad Avanza,Javier Milei,Si,Si,Poco importante,Si,,,,,,,,,
2026-05-19 23:45:37,2026-05-19 23:47:48,Dirección IP,200.63.9.76,100,131,Verdadero,2026-05-19 23:47:49,R_7YqUgkfpG4cZ07h,,,,,-34.9309,-57.9417,anonymous,ES-ES,23,Hombre/Masculino,Universitario,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,Nunca,No me identifico con ninguno,No fui a votar,Si,,,,,,,,,,No,Muy importante,No
2026-05-20 01:43:36,2026-05-20 01:46:31,Dirección IP,179.36.79.75,100,174,Verdadero,2026-05-20 01:46:31,R_639UcHjtRpzWNMJ,,,,,-36,-59.9964,anonymous,ES-ES,21,Mujer/Femenino,Universitario,En desacuerdo,De acuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Regularmente (todas las semanas),No me identifico con ninguno,Prefiero no responder,Si,,,,,,,,,,Si,Muy importante,Si
2026-05-20 04:26:29,2026-05-20 04:37:23,Dirección IP,181.23.86.126,100,654,Verdadero,2026-05-20 04:37:24,R_1cY6yF43GbtVn8D,,,,,-34.9309,-57.9417,anonymous,ES-ES,24,Hombre/Masculino,Universitario,Totalmente de acuerdo,En desacuerdo,En desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,"Raramente (en fechas especiales, algunas veces al año)",No me identifico con ninguno,Javier Milei,Si,,,,,,,,,,Si,Muy importante,Si
2026-05-20 05:01:00,2026-05-20 05:04:42,Dirección IP,192.184.253.74,100,221,Verdadero,2026-05-20 05:04:42,R_6lB513fJXrGQ3Yt,,,,,37.8487,-122.2209,anonymous,ES-ES,22,Mujer/Femenino,Posgrado,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,Nunca,PRO,No fui a votar,Si,,,,,,,,,,Si,Muy importante,Si
2026-05-20 08:25:09,2026-05-20 08:26:42,Dirección IP,186.137.47.49,100,93,Verdadero,2026-05-20 08:26:43,R_1jIl4THO8IqRswN,,,,,-34.8569,-58.0578,anonymous,ES-ES,30,Hombre/Masculino,Universitario,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Totalmente de acuerdo,Ocasionalmente (al menos una vez al mes),Unión Cívica Radical,En blanco,Si,,,,,,,,,,Si,Muy importante,Si
2026-05-20 08:30:29,2026-05-20 08:33:15,Dirección IP,186.109.93.226,100,165,Verdadero,2026-05-20 08:33:15,R_35oWObFtrnjtw9X,,,,,-26.7964,-60.8316,anonymous,ES-ES,21,Mujer/Femenino,Universitario,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Nunca,No me identifico con ninguno,En blanco,Si,,,,,,,,,,Si,Poco importante,No
2026-05-20 08:39:02,2026-05-20 08:41:32,Dirección IP,200.63.15.70,100,150,Verdadero,2026-05-20 08:41:32,R_6KUzwsFXftOCNpA,,,,,-34.9309,-57.9417,anonymous,ES-ES,19,Hombre/Masculino,Universitario,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,Nunca,No me identifico con ninguno,Javier Milei,Si,,,,No,Poco importante,Si,,,,,,
2026-05-20 08:39:34,2026-05-20 08:41:37,Dirección IP,172.225.222.24,100,122,Verdadero,2026-05-20 08:41:37,R_7xL88celp7q3EHs,,,,,-34.6142,-58.3811,anonymous,ES-ES,20,Hombre/Masculino,Universitario,De acuerdo,En desacuerdo,De acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Nunca,La Libertad Avanza,Javier Milei,Si,,,,,,,,,,Si,Algo importante,Si
2026-05-20 08:40:15,2026-05-20 08:43:00,Dirección IP,190.247.65.26,100,164,Verdadero,2026-05-20 08:43:00,R_6IS6bfdkCD5KIuX,,,,,-34.9309,-57.9417,anonymous,ES-ES,20,Mujer/Femenino,Universitario,En desacuerdo,Totalmente de acuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,Nunca,"Unión por la Patria - Peronismo (incluye kirchnerismo, Peronismo Federal, Frente Renovador)",Sergio Massa,Si,,,,,,,No,Muy importante,No,,,
2026-05-20 08:38:58,2026-05-20 08:43:30,Dirección IP,181.169.157.60,100,272,Verdadero,2026-05-20 08:43:31,R_70JdLzHe5oxljvN,,,,,-34.9309,-57.9417,anonymous,ES-ES,20,Mujer/Femenino,Universitario,En desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Nunca,No me identifico con ninguno,Javier Milei,Si,,,,,,,,,,Si,Poco importante,Si
2026-05-20 08:40:46,2026-05-20 08:43:42,Dirección IP,181.228.110.118,100,176,Verdadero,2026-05-20 08:43:42,R_3MZjtRgPmwbmbWZ,,,,,-34.9309,-57.9417,anonymous,ES-ES,21,Mujer/Femenino,Universitario,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,Nunca,No me identifico con ninguno,No fui a votar,Si,,,,,,,,,,Si,Poco importante,Si
2026-05-20 08:39:24,2026-05-20 08:43:45,Dirección IP,168.226.214.132,100,260,Verdadero,2026-05-20 08:43:45,R_75Lp9cZ3ffSPH33,,,,,-34.9309,-57.9417,anonymous,ES-ES,22,Hombre/Masculino,Universitario,Totalmente de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Totalmente de acuerdo,Nunca,No me identifico con ninguno,Javier Milei,Si,,,,Si,Algo importante,Si,,,,,,
2026-05-20 08:42:06,2026-05-20 08:44:45,Dirección IP,186.22.19.44,100,159,Verdadero,2026-05-20 08:44:46,R_5fJXTZOVobY0QTF,,,,,-34.9309,-57.9417,anonymous,ES-ES,20,Hombre/Masculino,Universitario,De acuerdo,En desacuerdo,Totalmente de acuerdo,En desacuerdo,De acuerdo,"Raramente (en fechas especiales, algunas veces al año)",La Libertad Avanza,Javier Milei,Si,,,,Si,Muy importante,Si,,,,,,
2026-05-20 08:41:11,2026-05-20 08:45:28,Dirección IP,186.157.102.12,100,257,Verdadero,2026-05-20 08:45:28,R_348iMHCzuiq5sue,,,,,-34.6022,-58.3845,anonymous,ES-ES,20,Mujer/Femenino,Universitario,De acuerdo,De acuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Nunca,La Libertad Avanza,Javier Milei,Si,,,,,,,No,Muy importante,Prefiero no responder,,,
2026-05-20 08:43:40,2026-05-20 08:47:01,Dirección IP,186.39.71.101,100,200,Verdadero,2026-05-20 08:47:01,R_3YoGqVYWJolhLfH,,,,,-34.812,-58.337,anonymous,ES-ES,24,Mujer/Femenino,Universitario,En desacuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Nunca,No me identifico con ninguno,Javier Milei,Si,,,,Si,Muy importante,No,,,,,,
2026-05-20 08:43:45,2026-05-20 08:48:05,Dirección IP,186.22.62.104,100,259,Verdadero,2026-05-20 08:48:05,R_3EhDOk7hDviC7rk,,,,,-34.9309,-57.9417,anonymous,ES-ES,20,Hombre/Masculino,Universitario,En desacuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Nunca,"Unión por la Patria - Peronismo (incluye kirchnerismo, Peronismo Federal, Frente Renovador)",Sergio Massa,Si,,,,No,Muy importante,Si,,,,,,
2026-05-20 08:51:44,2026-05-20 08:54:00,Dirección IP,186.158.120.133,100,136,Verdadero,2026-05-20 08:54:01,R_6Y6JHOApJDZLrwJ,,,,,-34.812,-58.337,anonymous,ES-ES,21,Mujer/Femenino,Universitario,En desacuerdo,De acuerdo,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,Ocasionalmente (al menos una vez al mes),No me identifico con ninguno,Javier Milei,Si,Si,Algo importante,Si,,,,,,,,,
2026-05-20 08:53:45,2026-05-20 08:56:05,Dirección IP,190.247.166.5,100,139,Verdadero,2026-05-20 08:56:06,R_6F1PdplUzIuIlz3,,,,,-34.9309,-57.9417,anonymous,ES-ES,21,Hombre/Masculino,Universitario,En desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,De acuerdo,Totalmente de acuerdo,Nunca,"Unión por la Patria - Peronismo (incluye kirchnerismo, Peronismo Federal, Frente Renovador)",Sergio Massa,Si,,,,,,,No,Muy importante,No,,,
2026-05-20 08:55:31,2026-05-20 09:00:33,Dirección IP,200.55.120.191,100,302,Verdadero,2026-05-20 09:00:34,R_1e3TR2mqhqExDp9,,,,,-34.9309,-57.9417,anonymous,ES-ES,22,Mujer/Femenino,Universitario,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,Nunca,"Unión por la Patria - Peronismo (incluye kirchnerismo, Peronismo Federal, Frente Renovador)",Sergio Massa,Si,Si,Algo importante,Si,,,,,,,,,
2026-05-20 08:57:32,2026-05-20 09:02:19,Dirección IP,181.23.153.116,100,287,Verdadero,2026-05-20 09:02:19,R_1pKAX8EBtnABmFL,,,,,-34.9309,-57.9417,anonymous,ES-ES,29,Hombre/Masculino,Universitario,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,Nunca,Otro,Sergio Massa,Si,No,Algo importante,No,,,,,,,,,
2026-05-20 09:00:49,2026-05-20 09:03:24,Dirección IP,186.137.33.29,100,154,Verdadero,2026-05-20 09:03:24,R_3OVVrB7UAEGirZz,,,,,-34.9309,-57.9417,anonymous,ES-ES,20,Mujer/Femenino,Universitario,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,Nunca,No me identifico con ninguno,Javier Milei,Si,,,,Si,Algo importante,No,,,,,,
2026-05-20 09:01:49,2026-05-20 09:04:33,Dirección IP,186.125.1.156,100,164,Verdadero,2026-05-20 09:04:34,R_6OSU0GmVau0qCc1,,,,,-34.9309,-57.9417,anonymous,ES-ES,20,Hombre/Masculino,Universitario,De acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,En desacuerdo,Totalmente de acuerdo,"Raramente (en fechas especiales, algunas veces al año)",No me identifico con ninguno,Javier Milei,Si,,,,,,,,,,Si,Algo importante,Si
2026-05-20 09:02:08,2026-05-20 09:05:30,Dirección IP,186.22.62.54,100,201,Verdadero,2026-05-20 09:05:30,R_5IXYJDxeLQbw0qo,,,,,-34.9309,-57.9417,anonymous,ES-ES,20,Mujer/Femenino,Universitario,Totalmente en desacuerdo,De acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Nunca,Frente de Izquierda,Myriam Bregman,Si,,,,Si,Poco importante,No,,,,,,
2026-05-20 09:11:12,2026-05-20 09:13:55,Dirección IP,181.231.70.154,100,162,Verdadero,2026-05-20 09:13:55,R_1JAGpLYSOdm8Rfr,,,,,-34.9309,-57.9417,anonymous,ES-ES,21,Mujer/Femenino,Universitario,En desacuerdo,En desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Nunca,No me identifico con ninguno,Javier Milei,Si,Si,Muy importante,No,,,,,,,,,
